MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:87859,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase",2,,actin cytoskeleton,,,IDA,,J:75087 
MGI:87859,Abl1,"c-abl oncogene 1, non-receptor tyrosine kinase",2,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87860,Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",1,,actin cytoskeleton,,,IDA,,J:73441 
MGI:87860,Abl2,"v-abl Abelson murine leukemia viral oncogene 2 (arg, Abelson-related gene)",1,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1194500,Ablim1,actin-binding LIM protein 1,19,,actin cytoskeleton,,,IBA,PTN001198097 ,J:265628 
MGI:1194500,Ablim1,actin-binding LIM protein 1,19,,actin cytoskeleton,,,IDA,,J:45406 
MGI:1194500,Ablim1,actin-binding LIM protein 1,19,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1194500,Ablim1,actin-binding LIM protein 1,19,,stress fiber,,,IBA,PTN001198116 ,J:265628 
MGI:1194500,Ablim1,actin-binding LIM protein 1,19,,stress fiber,,,ISO,O14639 ,J:193447 
MGI:2385758,Ablim2,actin-binding LIM protein 2,5,,actin cytoskeleton,,,IBA,PTN001198097 ,J:265628 
MGI:2385758,Ablim2,actin-binding LIM protein 2,5,,actin cytoskeleton,,,ISO,Q6H8Q1 ,J:120881 
MGI:2442582,Ablim3,"actin binding LIM protein family, member 3",18,,actin cytoskeleton,,,IBA,PTN001198097 ,J:265628 
MGI:2442582,Ablim3,"actin binding LIM protein family, member 3",18,,stress fiber,,,IBA,PTN001198105 ,J:265628 
MGI:2442582,Ablim3,"actin binding LIM protein family, member 3",18,,stress fiber,,,ISO,O94929 ,J:193447 
MGI:2444891,Abra,actin-binding Rho activating protein,15,,actin cytoskeleton,,,IDA,,J:116362 
MGI:2444891,Abra,actin-binding Rho activating protein,15,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1926116,Abraxas2,BRISC complex subunit,7,colocalizes_with,centrosome,,,ISO,Q15018 ,J:164563 
MGI:1926116,Abraxas2,BRISC complex subunit,7,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1926116,Abraxas2,BRISC complex subunit,7,,microtubule,,,IEA,KW-0493 ,J:60000 
MGI:1926116,Abraxas2,BRISC complex subunit,7,colocalizes_with,microtubule minus-end,,,ISO,Q15018 ,J:164563 
MGI:1926116,Abraxas2,BRISC complex subunit,7,colocalizes_with,spindle pole centrosome,,,ISO,Q15018 ,J:164563 
MGI:108451,Acaca,acetyl-Coenzyme A carboxylase alpha,11,,actin cytoskeleton,,,ISO,Q13085 ,J:164563 
MGI:87868,Acads,"acyl-Coenzyme A dehydrogenase, short chain",5,,centrosome,,,ISO,P16219 ,J:164563 
MGI:1891697,Ackr2,atypical chemokine receptor 2,9,,actin filament,,,ISO,O00590 ,J:164563 
MGI:1914084,Acot13,acyl-CoA thioesterase 13,13,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,actin cytoskeleton,,,ISO,P68133 ,J:164563 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,actin filament,,,IBA,PTN000233075 ,J:265628 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,actin filament,,,ISO,P68133 ,J:164563 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,stress fiber,,,IBA,PTN000233075 ,J:265628 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,stress fiber,,,ISO,P68133 ,J:164563 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,striated muscle thin filament,,,IBA,PTN000233075 ,J:265628 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,striated muscle thin filament,,,ISO,P68133 ,J:164563 
MGI:87902,Acta1,"actin, alpha 1, skeletal muscle",8,,striated muscle thin filament,,,TAS,,J:31010 
MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",19,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",19,,actin cytoskeleton,"is a part of testis,is a part of stromal cell",,IDA,,J:126330 
MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",19,,actin cytoskeleton,,,ISO,P62738 ,J:33779 
MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",19,,cytoskeleton,is a part of lung,,IDA,,J:114396 
MGI:87909,Acta2,"actin, alpha 2, smooth muscle, aorta",19,,stress fiber,,,ISO,RGD:621676 ,J:155856 
MGI:87904,Actb,"actin, beta",5,,actin cytoskeleton,,,ISO,P60709 ,J:164563 
MGI:87904,Actb,"actin, beta",5,,actin filament,,,IBA,PTN002631524 ,J:265628 
MGI:87904,Actb,"actin, beta",5,,cortical cytoskeleton,is a part of erythrocyte,,IDA,,J:138919 
MGI:87904,Actb,"actin, beta",5,,cytoskeleton,,,IDA,,J:252003 
MGI:87904,Actb,"actin, beta",5,,cytoskeleton,,,ISO,RGD:628837 ,J:155856 
MGI:87904,Actb,"actin, beta",5,,cytoskeleton,,,ISO,P60709 ,J:164563 
MGI:87904,Actb,"actin, beta",5,,podosome,,,ISO,RGD:628837 ,J:155856 
MGI:87904,Actb,"actin, beta",5,,postsynaptic actin cytoskeleton,,,ISO,P60709 ,J:164563 
MGI:87904,Actb,"actin, beta",5,,stress fiber,,,ISO,RGD:628837 ,J:155856 
MGI:2444552,Actbl2,"actin, beta-like 2",13,,actin filament,,,IBA,PTN002631524 ,J:265628 
MGI:2444552,Actbl2,"actin, beta-like 2",13,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",2,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",2,,actin filament,,,IBA,PTN000748220 ,J:265628 
MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",2,,actin filament,,,ISO,P68032 ,J:164563 
MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",2,,"actomyosin, actin portion",,,ISO,P68032 ,J:164563 
MGI:87905,Actc1,"actin, alpha, cardiac muscle 1",2,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2685344,Acte1,"actin, epsilon 1",7,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:2685344,Acte1,"actin, epsilon 1",7,,actin filament,,,IBA,PTN000233075 ,J:265628 
MGI:2685344,Acte1,"actin, epsilon 1",7,,stress fiber,,,IBA,PTN000233075 ,J:265628 
MGI:2685344,Acte1,"actin, epsilon 1",7,,striated muscle thin filament,,,IBA,PTN000233075 ,J:265628 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,actin cytoskeleton,,,IDA,,J:92541 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,actin filament,,,IBA,PTN002631524 ,J:265628 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,actin filament,,,ISO,P63261 ,J:164563 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,filamentous actin,,,IDA,,J:142574 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,postsynaptic actin cytoskeleton,,,ISO,RGD:1304556 ,J:155856 
MGI:87906,Actg1,"actin, gamma, cytoplasmic 1",11,,presynaptic actin cytoskeleton,,,ISO,RGD:1304556 ,J:155856 
MGI:104589,Actg2,"actin, gamma 2, smooth muscle, enteric",6,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:104589,Actg2,"actin, gamma 2, smooth muscle, enteric",6,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1343051,Actl7a,actin-like 7a,4,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:1343051,Actl7a,actin-like 7a,4,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1343053,Actl7b,actin-like 7b,4,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:1343053,Actl7b,actin-like 7b,4,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1916731,Actl9,actin-like 9,17,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:1916731,Actl9,actin-like 9,17,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1917612,Actl10,actin-like 10,2,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:1914972,Actl11,actin-like 11,9,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:2137706,Actn1,"actinin, alpha 1",12,colocalizes_with,actin filament,,,ISO,P12814 ,J:164563 
MGI:2137706,Actn1,"actinin, alpha 1",12,colocalizes_with,cortical actin cytoskeleton,,,ISO,RGD:70907 ,J:155856 
MGI:2137706,Actn1,"actinin, alpha 1",12,,cortical cytoskeleton,,,TAS,,J:98090 
MGI:2137706,Actn1,"actinin, alpha 1",12,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2137706,Actn1,"actinin, alpha 1",12,colocalizes_with,stress fiber,,,IDA,,J:201396 
MGI:2137706,Actn1,"actinin, alpha 1",12,,stress fiber,,,ISO,P12814 ,J:164563 
MGI:2137706,Actn1,"actinin, alpha 1",12,colocalizes_with,stress fiber,,,ISO,RGD:70907 ,J:155856 
MGI:2137706,Actn1,"actinin, alpha 1",12,,stress fiber,,,TAS,,J:98090 
MGI:109192,Actn2,actinin alpha 2,13,colocalizes_with,cortical actin cytoskeleton,,,ISO,RGD:1308097 ,J:155856 
MGI:109192,Actn2,actinin alpha 2,13,,striated muscle thin filament,,,TAS,,J:32589 
MGI:99678,Actn3,actinin alpha 3,19,,striated muscle thin filament,,,TAS,,J:32589 
MGI:1890773,Actn4,actinin alpha 4,7,colocalizes_with,actin cytoskeleton,,,ISO,O43707 ,J:164563 
MGI:1890773,Actn4,actinin alpha 4,7,,cortical cytoskeleton,,,IDA,,J:85387 
MGI:1890773,Actn4,actinin alpha 4,7,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1890773,Actn4,actinin alpha 4,7,,stress fiber,,,IDA,,J:98090 
MGI:1890773,Actn4,actinin alpha 4,7,colocalizes_with,stress fiber,,,IDA,,J:201396 
MGI:1890773,Actn4,actinin alpha 4,7,colocalizes_with,stress fiber,,,ISO,RGD:61816 ,J:155856 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,centriole,,,ISO,RGD:1307025 ,J:155856 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,centrosome,,,IBA,PTN000233665 ,J:265628 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,centrosome,,,ISO,P61163 ,J:164563 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,dynactin complex,,,IBA,PTN000233665 ,J:265628 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,manchette,,,ISO,RGD:1307025 ,J:155856 
MGI:1858964,Actr1a,"ARP1 actin-related protein 1A, centractin alpha",19,,microtubule cytoskeleton,,,ISO,P61163 ,J:164563 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,,centrosome,,,IBA,PTN000233665 ,J:265628 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,,centrosome,,,ISO,P42025 ,J:164563 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,,dynactin complex,,,IBA,PTN000233665 ,J:265628 
MGI:1917446,Actr1b,"ARP1 actin-related protein 1B, centractin beta",1,,microtubule cytoskeleton,,,ISO,P42025 ,J:164563 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,actin cap,is a part of oocyte,,IDA,,J:172280 J:176957 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,actin cortical patch,,,IBA,PTN000233596 ,J:265628 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,Arp2/3 protein complex,,,IBA,PTN000233596 ,J:265628 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,Arp2/3 protein complex,,,ISO,P61160 ,J:164563 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,cytoskeleton,,,IEA,IPR027306 ,J:72247 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1913963,Actr2,ARP2 actin-related protein 2,11,,podosome core,,,ISO,RGD:1310826 ,J:155856 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,actin cortical patch,,,IBA,PTN000233796 ,J:265628 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,colocalizes_with,actin filament,,,ISO,RGD:71024 ,J:155856 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,Arp2/3 protein complex,,,IBA,PTN000233796 ,J:265628 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,Arp2/3 protein complex,,,ISO,P61158 ,J:164563 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,podosome,,,ISO,RGD:71024 ,J:155856 
MGI:1921367,Actr3,ARP3 actin-related protein 3,1,,podosome core,,,ISO,RGD:71024 ,J:155856 
MGI:2661120,Actr3b,ARP3 actin-related protein 3B,5,,Arp2/3 protein complex,,,IEA,IPR015623 ,J:72247 
MGI:2661120,Actr3b,ARP3 actin-related protein 3B,5,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1914269,Actr6,ARP6 actin-related protein 6,10,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1860775,Actr8,ARP8 actin-related protein 8,14,,centrosome,,,ISO,Q9H981 ,J:164563 
MGI:1891654,Actr10,ARP10 actin-related protein 10,12,,centrosome,,,IBA,PTN000233665 ,J:265628 
MGI:1891654,Actr10,ARP10 actin-related protein 10,12,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1891654,Actr10,ARP10 actin-related protein 10,12,,dynactin complex,,,IBA,PTN000233665 ,J:265628 
MGI:1891654,Actr10,ARP10 actin-related protein 10,12,,dynactin complex,,,IDA,,J:64913 
MGI:1920610,Actrt1,actin-related protein T1,X,,cytoskeleton,,,ISS,,J:79200 
MGI:1920603,Actrt2,actin-related protein T2,4,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1923902,Actrt3,actin related protein T3,3,,actin cytoskeleton,,,IBA,PTN000232995 ,J:265628 
MGI:1923902,Actrt3,actin related protein T3,3,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,podosome,,,ISO,P78325 ,J:164563 
MGI:107825,Adam8,a disintegrin and metallopeptidase domain 8,7,,podosome,,,TAS,,J:172958 
MGI:1096335,Adam17,a disintegrin and metallopeptidase domain 17,12,,actin cytoskeleton,,,ISO,P78536 ,J:164563 
MGI:99673,Adcy5,adenylate cyclase 5,16,,intermediate filament cytoskeleton,,,ISO,O95622 ,J:164563 
MGI:1341110,Adcy8,adenylate cyclase 8,15,colocalizes_with,actin cytoskeleton,,,ISO,RGD:2036 ,J:155856 
MGI:2660854,Adcy10,adenylate cyclase 10,1,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2660854,Adcy10,adenylate cyclase 10,1,colocalizes_with,microtubule cytoskeleton,,,ISO,Q96PN6 ,J:164563 
MGI:87918,Add1,adducin 1 (alpha),5,,cytoskeleton,,,IBA,PTN000072560 ,J:265628 
MGI:87918,Add1,adducin 1 (alpha),5,,cytoskeleton,,,IDA,,J:71029 
MGI:87918,Add1,adducin 1 (alpha),5,,F-actin capping protein complex,,,ISO,P35611 ,J:164563 
MGI:87919,Add2,adducin 2 (beta),6,,cytoskeleton,,,IBA,PTN000072560 ,J:265628 
MGI:87919,Add2,adducin 2 (beta),6,,F-actin capping protein complex,,,ISO,P35612 ,J:164563 
MGI:1351615,Add3,adducin 3 (gamma),19,,cytoskeleton,,,IBA,PTN000072560 ,J:265628 
MGI:1351615,Add3,adducin 3 (gamma),19,,cytoskeleton,,,IDA,,J:71029 
MGI:1351615,Add3,adducin 3 (gamma),19,,cytoskeleton,,,ISO,RGD:2043 ,J:155856 
MGI:2451244,Adgrb2,adhesion G protein-coupled receptor B2,4,,centrosome,,,ISO,O60241 ,J:164563 
MGI:99402,Adora2a,adenosine A2a receptor,10,colocalizes_with,intermediate filament,,,ISO,RGD:2049 ,J:155856 
MGI:1917542,Afap1,actin filament associated protein 1,5,,actin cytoskeleton,,,ISO,Q8N556 ,J:164563 
MGI:1917542,Afap1,actin filament associated protein 1,5,,actin filament,,,ISO,RGD:619959 ,J:155856 
MGI:1917542,Afap1,actin filament associated protein 1,5,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2147199,Afap1l1,actin filament associated protein 1-like 1,18,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2443254,Agbl2,ATP/GTP binding protein-like 2,2,,centriole,,,ISO,Q5U5Z8 ,J:164563 
MGI:2443254,Agbl2,ATP/GTP binding protein-like 2,2,,ciliary basal body,,,ISO,Q5U5Z8 ,J:164563 
MGI:2443254,Agbl2,ATP/GTP binding protein-like 2,2,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1918244,Agbl4,ATP/GTP binding protein-like 4,4,,centriole,,,ISO,Q5VU57 ,J:164563 
MGI:1918244,Agbl4,ATP/GTP binding protein-like 4,4,,ciliary basal body,,,ISO,Q5VU57 ,J:164563 
MGI:1918244,Agbl4,ATP/GTP binding protein-like 4,4,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2441745,Agbl5,ATP/GTP binding protein-like 5,5,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2441745,Agbl5,ATP/GTP binding protein-like 5,5,,microtubule cytoskeleton,,,ISO,Q8NDL9 ,J:164563 
MGI:2441745,Agbl5,ATP/GTP binding protein-like 5,5,,mitotic spindle,,,ISO,Q8NDL9 ,J:164563 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,centriole,is a part of spermatogonium|is a part of inner medullary collecting duct,,IDA,,J:152919 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,centrosome,,,ISO,Q8N157 ,J:164563 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,ciliary basal body,is a part of retina outer nuclear layer,,IDA,,J:158019 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,ciliary basal body,is a part of inner medullary collecting duct,,IDA,,J:152919 J:154321 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,ciliary basal body,,,ISO,Q8N157 ,J:164563 
MGI:87971,Ahi1,Abelson helper integration site 1,10,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1316648,Ahnak,AHNAK nucleoprotein (desmoyokin),19,,actin cytoskeleton,,,ISO,Q09666 ,J:164563 
MGI:1316648,Ahnak,AHNAK nucleoprotein (desmoyokin),19,,actin cytoskeleton,is a part of myoblast,,ISS,Q09666 ,J:205645 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,colocalizes_with,actin filament,,,IBA,PTN000039781 ,J:265628 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,actin filament,is a part of microglial cell,,IDA,,J:90132 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,colocalizes_with,actin filament,,,ISO,P55008 ,J:164563 
MGI:1343098,Aif1,allograft inflammatory factor 1,17,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,,actin cytoskeleton,,,ISO,Q9BQI0 ,J:164563 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,colocalizes_with,actin filament,,,IBA,PTN000039781 ,J:265628 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,colocalizes_with,actin filament,,,ISO,Q9BQI0 ,J:164563 
MGI:1919598,Aif1l,allograft inflammatory factor 1-like,2,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:1341886,Ajuba,ajuba LIM protein,14,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:87977,Ak1,adenylate kinase 1,2,,outer dense fiber,is a part of sperm,,IDA,,J:113416 
MGI:2677491,Ak5,adenylate kinase 5,3,,centriolar satellite,,,ISO,Q9Y6K8 ,J:164563 
MGI:5510732,Ak6,adenylate kinase 6,13,,centrosome,,,ISO,Q9Y3D8 ,J:164563 
MGI:1916120,Ak8,adenylate kinase 8,2,,axoneme,is a part of sperm,,IDA,,J:222992 
MGI:2685104,Akap5,A kinase (PRKA) anchor protein 5,12,,cytoskeleton,"is a part of acinar cell,is a part of parotid gland",,IDA,,J:159250 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,centrosome,,,IBA,PTN001053428 ,J:265628 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,centrosome,"is a part of retina,is a part of retinal cell",,IDA,,J:179756 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,centrosome,,,ISO,Q99996 ,J:158418 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,ciliary basal body,"is a part of retina,is a part of camera-type eye photoreceptor cell",,IDA,,J:179756 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2178217,Akap9,A kinase (PRKA) anchor protein (yotiao) 9,5,,pericentriolar material,,,IDA,,J:85064 
MGI:1932576,Akap12,A kinase (PRKA) anchor protein (gravin) 12,10,,cytoskeleton,,,IEA,KW-0206 ,J:60000 
MGI:2676556,Akap13,A kinase (PRKA) anchor protein 13,7,colocalizes_with,actin cytoskeleton,,,IDA,,J:181087 
MGI:2676556,Akap13,A kinase (PRKA) anchor protein 13,7,colocalizes_with,actin filament,,,IDA,,J:181087 
