MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,regulation of cardiac muscle cell proliferation,,,IMP,,J:89521 
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,ventricular compact myocardium morphogenesis,,,IMP,,J:89521 
MGI:1338938,Bmpr1a,"bone morphogenetic protein receptor, type 1A",14,,ventricular trabecula myocardium morphogenesis,,,IMP,,J:89521 
MGI:109327,Bnip2,BCL2/adenovirus E1B interacting protein 2,9,,striated muscle cell differentiation,,,IGI,MGI:1346865 MGI:1918084 MGI:1926387 MGI:88355 ,J:158573 
MGI:2151153,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,16,,positive regulation of myoblast differentiation,,,IMP,,J:72468 
MGI:2151153,Boc,biregional cell adhesion molecule-related/down-regulated by oncogenes (Cdon) binding protein,16,,regulation of striated muscle tissue development,,,ISO,AY027658 ,J:72468 
MGI:1933765,Btbd1,BTB (POZ) domain containing 1,7,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:88215,Btg1,BTG anti-proliferation factor 1,10,,positive regulation of myoblast differentiation,,,ISO,P62324 ,J:73065 
MGI:108384,Btg2,BTG anti-proliferation factor 2,1,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:1346013,Bves,blood vessel epicardial substance,10,,sinoatrial node cell development,,,IMP,MGI:2385915 ,J:184566 
MGI:1346013,Bves,blood vessel epicardial substance,10,,skeletal muscle tissue development,,,IBA,PTN000250645 ,J:265628 
MGI:1346013,Bves,blood vessel epicardial substance,10,,skeletal muscle tissue development,,,ISO,Q8NE79 ,J:164563 
MGI:1346013,Bves,blood vessel epicardial substance,10,,striated muscle cell differentiation,,,IBA,PTN000250645 ,J:265628 
MGI:5434104,Bvht,braveheart long non-coding RNA,18,,cardiac muscle cell differentiation,,,IMP,,J:207590 
MGI:88227,C3,complement component 3,17,,vascular smooth muscle cell differentiation,"uses Cfd,uses Cfh",,IGI,,J:240426 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,extraocular skeletal muscle development,,,IMP,MGI:1856326 ,J:105090 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,muscle cell development,,,IMP,MGI:1856326 ,J:5283 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,myoblast fusion,,,IMP,MGI:1856326 ,J:106306 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,skeletal muscle fiber development,,,IDA,,J:18533 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,skeletal muscle fiber development,,,IMP,MGI:1856326 ,J:4724 J:109963 
MGI:88294,Cacna1s,"calcium channel, voltage-dependent, L type, alpha 1S subunit",1,,skeletal muscle tissue development,,,IMP,MGI:1856326 ,J:4466 J:7644 J:14970 J:28645 
MGI:1929813,Cacna2d2,"calcium channel, voltage-dependent, alpha 2/delta subunit 2",9,,muscle fiber development,,,IMP,MGI:1856022 ,J:121463 
MGI:103301,Cacnb4,"calcium channel, voltage-dependent, beta 4 subunit",2,,muscle fiber development,,,IMP,MGI:1856936 ,J:121463 
MGI:1270839,Cacybp,calcyclin binding protein,1,,cardiac muscle cell differentiation,,,ISO,RGD:1303146 ,J:155856 
MGI:1098535,Camk1,calcium/calmodulin-dependent protein kinase I,6,,positive regulation of muscle cell differentiation,,,ISO,Q14012 ,J:164563 
MGI:1098535,Camk1,calcium/calmodulin-dependent protein kinase I,6,,regulation of muscle cell differentiation,,,ISO,Q14012 ,J:164563 
MGI:1341265,Camk2d,"calcium/calmodulin-dependent protein kinase II, delta",3,,cell growth involved in cardiac muscle cell development,,,ISO,RGD:2263 ,J:155856 
MGI:88264,Capn2,calpain 2,1,,myoblast fusion,,,IMP,,J:105090 J:106306 
MGI:88264,Capn2,calpain 2,1,,positive regulation of myoblast fusion,,,ISO,RGD:2268 ,J:155856 
MGI:107437,Capn3,calpain 3,2,,muscle structure development,,,IMP,,J:140035 
MGI:107437,Capn3,calpain 3,2,,myofibril assembly,,,IMP,MGI:3046866 ,J:91206 
MGI:107437,Capn3,calpain 3,2,,negative regulation of skeletal muscle cell differentiation,happens in myoblast,PR:Q64691-2,IMP,,J:195085 
MGI:107437,Capn3,calpain 3,2,,regulation of myoblast differentiation,,,IDA,,J:180556 
MGI:107437,Capn3,calpain 3,2,,sarcomere organization,,,IMP,MGI:3046866 ,J:91206 
MGI:1920897,Capn9,calpain 9,8,,sarcomere organization,,,IEA,IPR029531 ,J:72247 
MGI:104652,Capzb,"capping protein (actin filament) muscle Z-line, beta",4,,muscle fiber development,happens in heart,PR:P47757-1,IMP,,J:58932 
MGI:104652,Capzb,"capping protein (actin filament) muscle Z-line, beta",4,,muscle fiber development,happens in heart,PR:P47757-2,IMP,,J:58932 
MGI:96544,Casp1,caspase 1,9,,myoblast fusion,,,ISO,RGD:2274 ,J:155856 
MGI:1309468,Casq1,calsequestrin 1,1,,sarcomere organization,,,IMP,,J:180615 
MGI:1309469,Casq2,calsequestrin 2,3,,sarcomere organization,,,IMP,,J:159954 
MGI:102709,Cav1,"caveolin 1, caveolae protein",6,,skeletal muscle tissue development,results in the development of skeletal muscle tissue,,IMP,MGI:2180364 ,J:117199 
MGI:107571,Cav2,caveolin 2,6,,skeletal muscle fiber development,happens in skeletal muscle tissue,,IMP,MGI:2180372 ,J:117199 
MGI:107570,Cav3,caveolin 3,6,,cardiac muscle cell development,"happens in heart ventricle,results in the development of cardiac muscle cell",,IMP,MGI:2684578 ,J:150127 
MGI:107570,Cav3,caveolin 3,6,,myoblast fusion,"happens in skeletal muscle tissue,has the participant myotube",,IMP,MGI:2180558 ,J:126515 
MGI:107570,Cav3,caveolin 3,6,,myotube differentiation,,,IMP,,J:170588 
MGI:107570,Cav3,caveolin 3,6,,negative regulation of cell growth involved in cardiac muscle cell development,,,ISO,RGD:2281 ,J:155856 
MGI:107570,Cav3,caveolin 3,6,,negative regulation of sarcomere organization,,,ISO,P56539 ,J:164563 
MGI:107570,Cav3,caveolin 3,6,,positive regulation of myotube differentiation,"regulates a function/process that happens in skeletal muscle tissue,regulates the differentiation of myotube",,IMP,MGI:2180558 ,J:126515 
MGI:1915266,Cavin4,caveolae associated 4,4,,cardiac myofibril assembly,,,ISO,NP_001018126 ,J:136004 
MGI:1915266,Cavin4,caveolae associated 4,4,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:1920989,Cby1,"chibby family member 1, beta catenin antagonist",15,,cardiac muscle cell differentiation,,,IMP,,J:128864 
MGI:101878,Ccl8,chemokine (C-C motif) ligand 8,11,,positive regulation of myoblast differentiation,,,IMP,,J:204300 
MGI:101878,Ccl8,chemokine (C-C motif) ligand 8,11,,positive regulation of myoblast fusion,,,IMP,,J:204300 
MGI:104533,Ccl9,chemokine (C-C motif) ligand 9,11,,negative regulation of myoblast differentiation,,,IMP,,J:204300 
MGI:1329039,Ccl17,chemokine (C-C motif) ligand 17,8,,negative regulation of myoblast differentiation,,,IMP,,J:204300 
MGI:2385159,Ccm2l,cerebral cavernous malformation 2-like,2,,ventricular trabecula myocardium morphogenesis,results in the morphogenesis of primitive ventricle,,IGI,MGI:1924696 ,J:187714 
MGI:109185,Ccn3,cellular communication network factor 3,15,,negative regulation of myotube differentiation,,,ISO,P48745 ,J:164563 
MGI:1197008,Ccn4,cellular communication network factor 4,15,,positive regulation of cell growth involved in cardiac muscle cell development,,,ISO,RGD:69431 ,J:155856 
MGI:88302,Ccnb1,cyclin B1,13,,positive regulation of cardiac muscle cell proliferation,,,ISO,RGD:2291 ,J:155856 
MGI:1920199,Ccnt2,cyclin T2,1,,regulation of muscle cell differentiation,,,ISO,O60583 ,J:164563 
MGI:1920199,Ccnt2,cyclin T2,1,,skeletal muscle tissue development,,,IDA,,J:228410 
MGI:88348,Cd9,CD9 antigen,6,,myoblast fusion involved in skeletal muscle regeneration,,,IMP,,J:271693 
MGI:88341,Cd53,CD53 antigen,3,,positive regulation of myoblast fusion,,,IDA,,J:203388 
MGI:88341,Cd53,CD53 antigen,3,NOT,regulation of myoblast differentiation,,,IDA,,J:203388 
MGI:1096398,Cd81,CD81 antigen,7,,myoblast fusion involved in skeletal muscle regeneration,,,IMP,,J:271693 
MGI:1859568,Cd164,CD164 antigen,10,,muscle organ development,,,IEA,KW-0517 ,J:60000 
MGI:88355,Cdh2,cadherin 2,18,,striated muscle cell differentiation,,,IGI,MGI:109327 MGI:1346865 MGI:1918084 MGI:1926387 ,J:158573 
MGI:88351,Cdk1,cyclin-dependent kinase 1,10,,positive regulation of cardiac muscle cell proliferation,,,ISO,RGD:2319 ,J:155856 
MGI:101765,Cdk5,cyclin-dependent kinase 5,5,,skeletal muscle tissue development,,,IDA,,J:40995 
MGI:1328368,Cdk9,cyclin-dependent kinase 9 (CDC2-related kinase),2,,regulation of muscle cell differentiation,,,ISO,P50750 ,J:164563 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,myoblast fusion,,,IMP,,J:94846 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,positive regulation of myoblast differentiation,,,TAS,,J:72468 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,positive regulation of skeletal muscle tissue development,"regulates the development of trunk somite,regulates a function/process that has the participant muscle precursor cell",,IMP,MGI:2653120 ,J:95029 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,regulation of striated muscle tissue development,,,ISO,AF004841 ,J:72468 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,skeletal muscle satellite cell differentiation,"happens in skeletal muscle tissue,results in the differentiation of skeletal muscle satellite cell",,IMP,MGI:2653120 ,J:95029 
MGI:1926387,Cdon,cell adhesion molecule-related/down-regulated by oncogenes,9,,striated muscle cell differentiation,,,IGI,MGI:109327 MGI:1346865 MGI:1918084 MGI:88355 ,J:158573 
MGI:1313302,Cenpf,centromere protein F,1,,regulation of striated muscle tissue development,,,IDA,,J:55850 
MGI:87931,Cfd,complement factor D (adipsin),10,,vascular smooth muscle cell differentiation,"uses C3,uses Cfh",,IGI,,J:240426 
MGI:88385,Cfh,complement component factor h,1,,vascular smooth muscle cell differentiation,"uses Cfd,uses C3",,IGI,,J:240426 
MGI:88385,Cfh,complement component factor h,1,,vascular smooth muscle cell differentiation,,,IMP,,J:240426 
MGI:101763,Cfl2,"cofilin 2, muscle",12,,sarcomere organization,,,IMP,MGI:2182095 MGI:5316051 MGI:5316057 ,J:182571 
MGI:101763,Cfl2,"cofilin 2, muscle",12,,skeletal muscle tissue development,,,IMP,,J:233564 
MGI:1336166,Cflar,CASP8 and FADD-like apoptosis regulator,1,,negative regulation of myoblast fusion,happens in skeletal muscle tissue,,IMP,,J:228559 
MGI:1336166,Cflar,CASP8 and FADD-like apoptosis regulator,1,,skeletal muscle tissue development,,,IMP,,J:228559 
MGI:1336166,Cflar,CASP8 and FADD-like apoptosis regulator,1,,skeletal myofibril assembly,,,IMP,,J:228559 
MGI:88392,Chat,choline acetyltransferase,14,,muscle organ development,results in the development of diaphragm,,IMP,MGI:3045900 ,J:91066 
MGI:2448567,Chd2,chromodomain helicase DNA binding protein 2,7,,muscle organ development,,,IMP,,J:204624 
MGI:2444748,Chd7,chromodomain helicase DNA binding protein 7,4,,right ventricular compact myocardium morphogenesis,,,IMP,MGI:2450311 MGI:4433295 ,J:225736 
MGI:2444748,Chd7,chromodomain helicase DNA binding protein 7,4,,ventricular trabecula myocardium morphogenesis,,,IMP,MGI:2176467 MGI:4433295 ,J:225736 
MGI:1328313,Chkb,choline kinase beta,15,,muscle organ development,,,IMP,MGI:3578417 ,J:108320 
MGI:87885,Chrna1,"cholinergic receptor, nicotinic, alpha polypeptide 1 (muscle)",2,,skeletal muscle tissue growth,,,ISO,P02708 ,J:164563 
MGI:87890,Chrnb1,"cholinergic receptor, nicotinic, beta polypeptide 1 (muscle)",11,,muscle fiber development,,,ISO,P11230 ,J:164563 
MGI:87893,Chrnd,"cholinergic receptor, nicotinic, delta polypeptide",1,,skeletal muscle tissue growth,,,ISO,Q07001 ,J:164563 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,striated muscle cell differentiation,,,ISO,RGD:1306661 ,J:155856 
MGI:1306784,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",10,,negative regulation of cardiac muscle cell proliferation,,,ISO,RGD:620112 ,J:155856 
MGI:1306784,Cited2,"Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 2",10,,skeletal muscle cell differentiation,,,IMP,,J:178918 
MGI:2447164,Cmtm5,CKLF-like MARVEL transmembrane domain containing 5,14,,negative regulation of myoblast differentiation,,,IMP,,J:204300 
MGI:88439,Cntf,ciliary neurotrophic factor,19,,muscle organ morphogenesis,,,IGI,MGI:96787 ,J:97380 
MGI:99605,Cntfr,ciliary neurotrophic factor receptor,4,,skeletal muscle organ development,results in the development of perineal muscle,,IMP,MGI:2181046 ,J:59710 
MGI:88453,Col3a1,"collagen, type III, alpha 1",1,,aorta smooth muscle tissue morphogenesis,,,IMP,,J:180733 
